Temperature (C),Humidity (%),Acceleration X,Acceleration Y,Acceleration Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Mag X,Mag Y,Mag Z,Distance (cm)
27.1,64.6,-56,-3560,-15904,-144,182,-366,-69,-49,-278,2.31
27.1,64.5,80,-3256,-16240,104,-266,265,-69,-40,-278,2.31
27.1,64.4,-120,-3400,-15888,232,-41,-71,-63,-41,-272,2.33
27.1,64.5,-112,-3368,-15784,-25,-330,-507,-64,-40,-276,2.31
27.1,64.5,-192,-3296,-15984,443,-176,472,-67,-49,-274,2.32
27.1,64.5,-168,-3192,-16000,-161,64,-45,-68,-39,-263,2.32
27.1,64.6,-104,-3256,-15968,-254,-220,-476,-64,-45,-267,2.31
27.1,64.6,-256,-3400,-15784,92,280,-107,-67,-52,-276,2.32
27.1,64.6,-240,-3176,-16064,-50,213,-313,-68,-43,-275,2.33
27.1,64.6,-112,-3232,-15960,386,-68,-62,-69,-42,-276,2.31
27.1,64.7,-176,-3472,-15848,-167,88,-270,-68,-43,-268,2.31
27.1,64.7,-96,-3288,-16168,231,-255,-21,-67,-40,-278,2.31
27.1,64.6,-296,-3256,-15920,485,-164,202,-71,-40,-271,2.31
27.1,64.6,-280,-3224,-15864,-85,28,-297,-64,-45,-274,2.32
27.1,64.7,-288,-3320,-16048,116,80,218,-57,-52,-271,2.32
27.1,64.7,-176,-3240,-15872,378,-150,107,-43,-57,-276,2.32
27.1,64.7,-24,-3328,-16064,-449,262,-337,-56,-60,-272,2.32
27.1,64.7,-264,-3304,-16080,-165,203,-165,-62,-57,-267,2.33
27.1,64.7,-304,-3056,-16072,-237,483,133,-51,-43,-284,2.32
27.1,64.7,-304,-3160,-16016,101,48,-679,-49,-51,-272,2.32
27.1,64.8,-128,-3392,-16032,42,137,-384,-54,-51,-270,2.32
27.1,64.8,-32,-3248,-16040,38,188,268,-42,-56,-284,2.32
27.1,64.9,-328,-3072,-15112,488,-158,156,-51,-58,-270,2.31
27.1,64.9,-216,-3248,-15968,131,-332,245,-54,0,-263,2.32
27.1,65,-312,-3320,-16152,-67,217,82,2,-4,-293,2.33
27.1,65,-88,-3288,-15752,-12,108,-147,12,-23,-294,2.32
27.1,65,-320,-3184,-15728,-128,-202,-135,7,-34,-298,2.31
27.1,64.9,-200,-3144,-16168,-437,5,-138,8,-32,-294,2.32
27.1,64.9,-464,-3288,-15864,218,81,77,7,-43,-293,2.32
27.1,64.9,-40,-3112,-15928,159,-28,1,12,-28,-292,2.32
27.1,64.9,24,-3384,-15800,-51,304,-182,8,-25,-299,2.32
27.1,65,56,-3488,-16768,-306,132,-797,16,-19,-296,2.32
27.1,64.9,-176,-3264,-16072,375,-390,276,-79,-42,-304,2.32
27.1,64.9,-104,-3176,-15352,-14,15,-400,-64,-45,-283,2.32
27.1,65.1,-184,-3248,-15672,213,8,-451,-66,-34,-277,2.33
27.1,65,-288,-3208,-15808,45,-173,57,-57,-52,-271,2.31
27.1,65.1,-176,-3168,-15928,-374,199,-319,-64,-47,-269,2.32
27.1,65,-192,-3184,-16016,-29,109,-9,-75,-43,-268,2.32
27.1,65,-152,-3192,-16112,-369,111,-582,-75,-39,-270,2.32
27.1,65,-16,-3424,-16216,514,27,430,-64,-47,-280,2.31
27.1,65,-520,-3072,-15872,180,250,480,-69,-37,-267,2.31
27.1,65,-232,-3264,-15896,-46,96,115,-74,-52,-274,2.31
27.1,65,-120,-3352,-16200,-46,-108,-289,-69,-52,-269,2.32
27.1,64.9,-176,-3256,-16200,-28,67,91,-122,-65,-259,2.32
27.1,64.6,-336,-3256,-15312,37,-171,99,-34,-86,-267,2.32
27.1,64.7,-80,-3360,-15936,455,-173,93,-20,-93,-285,2.32
27.1,64.9,-176,-3176,-15960,-138,53,-327,-36,-81,-292,2.32
27.1,65,-160,-3104,-16040,-223,177,189,-31,-86,-274,2.32
27.1,65.2,-168,-3144,-15872,-218,29,-213,-37,-97,-282,2.32
27.1,65.2,-208,-3280,-16024,-125,96,-468,-30,-78,-277,2.31
27.1,65.3,-248,-3312,-16064,-199,145,-415,-30,-87,-284,2.32
27.1,65.3,-32,-3360,-15944,308,-257,310,-30,-80,-289,2.31
27.1,65.3,-168,-3136,-16032,-171,-172,-259,-31,-84,-287,2.32
27.1,65.2,-160,-3160,-15984,-195,229,-300,-34,-81,-287,2.31
27.1,65.4,-360,-3216,-15848,80,-41,307,-35,-87,-286,2.32
27.1,65.5,-272,-3264,-15776,-65,-11,-456,-23,-87,-279,2.32
27.1,65.6,-224,-3312,-16040,-80,209,-590,-33,-90,-289,2.33
27.1,65.6,-120,-3128,-15952,-4,-192,265,-29,-88,-292,2.31
27.2,65.6,-328,-3416,-15984,-220,18,228,-28,-87,-286,2.32
27.1,65.6,-312,-3360,-15928,-203,-331,-486,-28,-90,-291,2.32
27.2,65.6,-248,-3216,-15864,-120,293,-181,-27,-79,-294,2.31
27.1,65.7,-184,-3248,-15848,-71,410,-109,-29,-96,-290,2.32
27.2,65.6,-256,-3176,-16056,-31,-41,-291,-33,-85,-291,2.32
27.2,65.7,-296,-3160,-16048,-240,-100,-220,-30,-85,-286,2.32
27.2,65.6,-80,-3392,-15808,-238,201,-8,-36,-93,-292,2.33
27.1,65.7,-80,-3016,-16088,-58,-167,58,-31,-88,-290,2.32
27.1,65.6,-312,-3384,-15936,-313,337,-772,-31,-88,-294,2.31
27.1,65.7,56,-3312,-15928,-92,-256,99,-27,-93,-287,2.32
27.2,65.7,-104,-3432,-16048,227,194,688,-37,-87,-289,2.31
27.2,65.7,-248,-3352,-15952,88,-3,-260,-31,-86,-287,2.33
27.2,65.7,-304,-3296,-15816,-11,278,-595,-18,-78,-289,2.32
27.1,65.7,-160,-3232,-15816,-36,184,-250,-30,-90,-289,2.31
27.1,65.6,-128,-3168,-16000,104,219,149,-33,-92,-291,2.32
27.2,65.6,-80,-3376,-15928,79,343,-77,-23,-82,-284,2.32
27.2,65.6,-176,-3480,-15960,247,-432,-105,-34,-91,-290,2.32
27.2,65.6,-80,-3360,-16008,-419,54,-224,-42,-95,-279,2.32
27.2,65.6,-40,-3176,-16080,-163,55,-473,-34,-86,-287,2.32
27.2,65.7,-472,-3120,-15024,-244,474,-428,-34,-88,-283,2.33
27.2,65.7,-296,-3152,-15912,-68,365,-454,-66,-82,-259,2.32
27.2,65.7,-128,-3296,-16832,177,-386,-323,-62,-49,-278,2.32
27.2,65.4,-96,-3240,-15832,-384,101,-51,-67,-45,-276,2.32
27.2,65.1,-160,-3296,-15832,-407,278,-479,-60,-52,-276,2.32
27.1,64.8,-240,-2888,-15984,40,-33,-122,-73,-53,-270,2.32
27.2,64.7,-96,-3352,-16096,-380,-65,-368,-74,-47,-271,2.32
27.1,64.7,-160,-3512,-15896,47,-302,-220,-61,-43,-272,2.32
27.1,64.8,-168,-3328,-16032,-264,-237,-228,-63,-41,-272,2.32
27.1,64.8,-96,-3288,-16000,-219,158,-233,-60,-47,-276,2.33
27.1,64.8,-288,-3480,-16720,-185,103,-466,-57,-52,-280,2.32
27.1,64.8,0,-3368,-15936,51,165,-288,-58,-99,-270,2.31
27.1,64.9,-224,-3224,-16016,-186,-96,-56,-37,-78,-286,2.31
27.1,64.9,-152,-3536,-15752,206,27,-136,-23,-82,-254,2.32
27.1,65,-152,-3368,-16016,-684,264,190,-25,-19,-289,2.32
27.1,65.2,-208,-3168,-15208,-3,-126,331,-37,-41,-302,2.32
27.1,65.5,-376,-3360,-15800,17,116,54,-46,-42,-283,2.32
27.1,65.6,0,-3288,-16064,-178,100,-400,-50,-54,-276,2.32
27.1,65.7,-256,-3152,-15784,-177,-38,-32,-48,-45,-267,2.32
27.1,65.6,-272,-3328,-15952,30,227,-45,-49,-46,-275,2.31
27.1,65.7,-216,-3264,-16008,-60,239,-179,-55,-42,-283,2.32
27.2,65.6,-168,-3192,-15528,248,-252,328,-47,-41,-272,2.31
27.2,65.6,-112,-3296,-15656,-293,348,-561,-34,-52,-276,2.32
27.2,65.6,-240,-3272,-15936,-234,-203,-86,-44,-63,-240,2.31
27.2,65.6,-72,-3408,-15928,-171,375,-132,-17,-71,-292,2.32
27.2,65.5,-56,-3360,-16032,155,-147,230,-24,-103,-278,2.32
27.2,65.5,-296,-3328,-15920,-302,127,-200,-99,-85,-242,2.31
27.2,65.5,-56,-3224,-16024,264,-414,-25,-88,-37,-336,2.31
27.2,65.4,96,-3224,-16240,-578,141,-115,-15,-6,-290,2.31
27.2,65.4,-152,-3168,-16064,-16,-18,667,-4,-85,-333,2.32
27.2,65.3,-440,-3512,-16736,-174,-139,113,-63,-156,-333,2.32
27.2,65.3,-224,-3272,-16016,436,-92,122,-70,-156,-328,2.31
27.2,65.3,-184,-3168,-15944,89,-63,114,-67,-159,-336,2.31
27.2,65.2,200,-2912,-16000,-315,409,-83,-68,-163,-333,2.31
27.2,65.2,-376,-3280,-15864,-150,-170,53,-75,-153,-333,2.31
27.2,65.1,-176,-3320,-16144,140,239,-105,-79,-154,-329,2.32
27.2,65,-248,-3168,-15864,335,-129,-70,-75,-163,-326,2.31
27.3,64.9,-280,-3424,-15968,-310,108,-579,-75,-158,-328,2.32
27.2,64.8,-352,-3216,-15992,178,-168,-272,-69,-149,-336,2.32
27.2,64.6,-112,-3456,-16448,-353,344,-156,-62,-135,-354,2.31
27.2,64.5,48,-3208,-15304,-271,241,-518,7,-26,-330,2.33
27.3,64.5,-200,-3184,-16000,258,-40,139,-1,-3,-304,2.32
27.2,64.5,-40,-3272,-15864,-181,320,-120,-3,-6,-294,2.32
27.3,64.5,-184,-3328,-16264,233,-228,223,-9,-17,-298,2.32
27.3,64.6,-200,-3240,-15992,-424,111,-442,-4,-17,-298,2.32
27.3,64.5,-160,-3112,-15968,-182,-13,-11,-8,-18,-301,2.32
27.3,64.5,40,-3368,-16088,190,75,584,0,-12,-298,2.32
27.2,64.5,16,-3304,-16016,-69,-98,153,1,-15,-301,2.32
27.2,64.5,-224,-3200,-15952,-292,258,-449,-4,-21,-293,2.32
27.3,64.5,-200,-3560,-15936,-13,94,290,1,-10,-292,2.32
27.3,64.5,-336,-3424,-15872,152,109,-374,-11,-4,-302,2.32
27.3,64.5,-280,-3280,-16008,201,-302,201,-4,-14,-298,2.32
27.2,64.5,-256,-3456,-15920,178,-239,0,-2,-21,-307,2.32
27.3,64.6,-288,-3240,-16032,-97,-260,365,-5,-13,-299,2.32
27.2,64.5,-216,-3312,-16032,-179,210,-251,-7,-12,-307,2.32
27.2,64.5,-24,-3000,-15888,41,-4,-78,-3,-18,-297,2.32
27.3,64.5,-240,-3320,-16064,-175,24,60,-1,-13,-306,2.31
27.2,64.6,-112,-3416,-15960,183,47,-20,-3,-8,-306,2.32
27.2,64.5,-40,-3088,-15896,44,-135,105,-8,-15,-317,2.32
27.2,64.6,-8,-3448,-16048,-147,47,-280,-2,-12,-298,2.32
27.3,64.6,-40,-3296,-16032,74,25,-859,1,-8,-299,2.32
27.2,64.6,-216,-3376,-16056,-275,80,-792,-1,-10,-304,2.32
27.3,64.6,-128,-3088,-15888,129,-372,-404,-7,-4,-296,2.32
27.2,64.6,-216,-3176,-15720,352,-167,363,1,-8,-294,2.32
27.2,64.6,0,-3248,-16000,-68,256,-431,-10,-10,-297,2.31
27.2,64.6,8,-3360,-15992,-278,164,-451,-1,-6,-308,2.31
27.2,64.6,-200,-3336,-15832,-345,107,-190,-5,-13,-301,2.32
27.2,64.6,-224,-3136,-16040,256,281,-14,-1,-18,-304,2.31
27.2,64.7,-144,-3224,-16024,-66,4,-200,-5,-15,-304,2.32
27.2,64.7,-184,-3224,-15904,347,-230,89,0,-7,-302,2.31
27.2,64.7,-280,-3208,-15904,200,18,68,4,-4,-300,2.32
27.2,64.7,0,-3288,-16080,53,-1,-55,-2,-12,-296,2.32
27.2,64.7,-136,-3392,-15976,-87,311,54,-8,-13,-301,2.32
27.2,64.7,-272,-3168,-15976,-308,198,-507,3,-15,-299,2.31
27.2,64.7,-248,-3360,-16016,408,-102,419,1,-8,-294,2.32
27.2,64.7,-216,-3304,-16080,-329,-11,-328,-5,-23,-297,2.32
27.2,64.7,-144,-3216,-16056,426,-1,546,-5,-8,-297,2.31
27.2,64.7,-64,-3208,-16016,-446,190,-288,-4,-9,-293,2.32
27.2,64.8,-200,-3096,-15992,92,-144,94,-3,-6,-297,2.32
27.2,64.8,-200,-3408,-16104,-85,-176,87,-4,-9,-296,2.32
27.2,64.8,-320,-3408,-16096,411,-91,77,2,-17,-293,2.32
27.2,64.8,-192,-3304,-16032,-717,143,-239,-1,-20,-297,2.32
27.2,64.8,-88,-3248,-15832,-2,-45,-401,3,-8,-304,2.31
27.2,64.8,-112,-3200,-16048,14,-237,360,-2,-17,-293,2.31
27.2,64.8,-104,-3216,-15952,-191,178,-120,-2,-19,-289,2.31
27.2,64.9,-224,-3424,-15712,18,-104,177,2,-21,-284,2.32
27.2,64.9,-128,-3128,-15896,120,-258,-99,16,-24,-293,2.32
27.2,64.9,-136,-3072,-16160,-228,198,-491,22,-15,-297,2.32
27.2,64.9,-48,-3344,-15928,-163,26,-434,20,-18,-308,2.32
27.2,64.9,-312,-3320,-16048,112,-6,225,11,-17,-291,2.32
27.2,65,-208,-3344,-15800,-520,-152,-261,8,-25,-306,2.32
27.2,64.9,-240,-3160,-15936,-337,296,-162,23,-19,-298,2.32
27.2,64.9,32,-3216,-15960,420,-241,151,12,-20,-292,2.31
27.2,65,-168,-3256,-16080,-332,339,58,15,-23,-294,2.32
27.2,65,-160,-3136,-15960,-45,106,50,15,-20,-297,2.32
27.2,65,-96,-3304,-15920,29,-437,-193,9,-19,-293,2.31
27.2,64.9,-184,-3368,-15928,-162,335,-121,17,-18,-290,2.31
27.1,65,-128,-3368,-16008,-302,-51,-508,11,-31,-300,2.32
27.2,65,-152,-3160,-16024,111,11,-137,7,-24,-305,2.31
27.2,65,-200,-3248,-16000,-241,435,-370,4,-21,-300,2.32
27.2,65,-304,-3304,-16048,-187,400,106,9,-19,-298,2.31
27.1,65,-160,-3176,-15928,250,-176,170,14,-31,-305,2.31
27.1,65,-216,-3416,-15864,157,-40,74,21,-19,-296,2.32
27.1,65.1,-256,-3224,-16000,-117,315,128,11,-19,-298,2.31
27.2,65.1,-144,-3336,-16080,311,0,97,11,-26,-302,2.32
27.1,65.1,-264,-3336,-15848,-282,-67,-218,7,-19,-300,2.31
27.1,65.1,-264,-3120,-15888,141,210,133,14,-21,-296,2.32
27.1,65.1,-176,-3376,-15928,-70,410,-51,5,-25,-301,2.32
27.2,65.1,-368,-3192,-16000,-72,261,-564,7,-17,-302,2.32
27.2,65.1,-32,-3112,-16112,130,-323,173,9,-31,-298,2.32
27.1,65.1,-248,-3392,-15808,-385,277,-372,9,-24,-302,2.31
27.1,65.1,24,-3264,-16008,151,115,167,16,-24,-293,2.33
27.1,65.1,-184,-3136,-16040,129,-49,216,12,-20,-299,2.32
27.2,65.1,-16,-3248,-16160,-251,47,-511,17,-30,-294,2.32
27.2,65.1,-192,-3384,-15872,-377,97,94,20,-28,-294,2.31
27.1,65.1,-104,-3344,-15888,433,-195,318,14,-24,-305,2.31
27.1,65.1,-328,-3160,-16032,-350,32,57,10,-25,-301,2.32
27.1,65.1,-144,-3232,-15960,18,-175,-598,16,-31,-305,2.32
27.1,65.1,-224,-3216,-16024,-190,353,-457,8,-20,-297,2.31
27.1,65.1,-232,-3416,-15712,250,227,-143,4,-26,-298,2.32
27.1,65.1,-336,-3408,-15664,282,-228,-194,12,-20,-287,2.32
27.1,65.1,-216,-3160,-15848,-552,-69,-45,12,-20,-301,2.32
27.1,65.2,-112,-3416,-15944,386,-88,-45,10,-30,-297,2.32
27.1,65.2,-280,-3264,-15784,-84,-66,-205,12,-23,-297,2.32
27.1,65.2,-176,-3224,-16032,69,-3,210,3,-28,-301,2.31
27.1,65.2,-288,-3160,-16000,-97,155,88,11,-21,-305,2.32
27.1,65.1,-320,-3424,-15824,191,-158,303,15,-32,-297,2.31
27.1,65.2,-240,-3560,-15904,-183,-171,10,5,-23,-294,2.32
27.1,65.2,-248,-3296,-15968,-390,203,-492,17,-18,-297,2.32
27.1,65.2,-192,-3488,-16792,-190,315,-540,5,-23,-297,2.32
27.1,65.2,-304,-3272,-16160,-208,87,-134,-84,-31,-302,2.31
27.1,65.1,-40,-3536,-15848,9,-338,99,-76,-67,-276,2.32
27.1,65.2,-96,-3040,-15488,396,-29,398,-43,-69,-276,2.32
27.1,65.2,-200,-3216,-15824,-181,210,-670,-25,-87,-279,2.32
27.1,65.2,-176,-3328,-15960,-39,-96,-314,-25,-87,-284,2.31
27.1,65.3,-112,-3352,-16024,-127,-1,-290,-33,-95,-289,2.32
27.1,65.3,-224,-3296,-16040,57,-150,42,-36,-91,-283,2.32
27.2,65.3,-320,-3152,-16144,101,342,-182,-40,-87,-270,2.31
27.1,65.3,-128,-3232,-16080,7,-49,106,-36,-86,-278,2.33
27.1,65.3,-168,-3304,-16064,251,-40,513,-34,-86,-292,2.33
27.2,65.3,-296,-3280,-16200,157,47,232,-27,-74,-290,2.32
27.1,65.4,-104,-3216,-15136,-327,279,-114,-47,-78,-261,2.32
27.2,65.4,-272,-3528,-16792,-440,143,-343,-89,-63,-277,2.33
27.2,65.5,-192,-3496,-15960,-229,10,-496,-67,-52,-280,2.31
27.1,65.4,-208,-3408,-16120,-212,106,47,-49,-43,-291,2.33
27.2,65.4,-184,-3312,-15848,52,-47,-186,-58,-56,-265,2.32
27.2,65.4,-96,-3024,-15952,65,-252,-284,-63,-53,-254,2.32
27.2,65.4,-256,-3152,-15952,150,-123,-50,-55,-42,-260,2.32
27.2,65.4,-368,-3296,-16192,-91,103,-100,-70,-43,-272,2.32
27.2,65.4,-88,-3272,-16080,-135,78,-320,-56,-41,-268,2.32
27.2,65.3,-168,-3304,-15152,-104,124,-157,-70,-39,-268,2.4
27.2,65.4,-64,-3392,-15872,-127,141,-13,-80,-31,-302,2.33
27.2,65.3,-32,-3424,-16872,348,-175,260,-8,-6,-292,2.31
27.1,65.3,-304,-3272,-15936,-166,248,-746,-7,-2,-302,2.31
27.1,65.3,-224,-3232,-15768,-432,152,-367,-1,-10,-315,2.32
27.2,65.3,-200,-3280,-15976,-103,-81,-310,-8,-8,-287,2.31
27.1,65.2,-224,-3256,-15984,195,-128,251,-11,-19,-300,2.32
27.1,65.2,-336,-3104,-16248,-47,-212,-110,-14,-24,-305,2.32
27.1,65.2,-152,-3288,-16176,121,-73,321,-4,-14,-296,2.32
27.1,65.2,-208,-3304,-15984,-146,155,-80,-3,-15,-301,2.31
27.1,65.2,-88,-3432,-15912,-72,67,-62,-1,-23,-299,2.31
27.1,65.2,-184,-3256,-16824,-37,409,-229,-9,-12,-300,2.32
27.1,65.2,-152,-3200,-16032,24,-429,50,-73,-60,-270,2.32
27.1,65.2,-16,-3024,-15432,160,-308,24,-29,-84,-260,2.33
27.1,65.2,-408,-3128,-15448,-181,394,-429,-23,-97,-279,2.32
27.1,65.2,-280,-3328,-16008,-132,-47,-237,-16,-90,-286,2.32
27.2,65.3,-344,-3240,-15856,-319,-65,-278,-15,-91,-287,2.31
27.1,65.4,-248,-3352,-15840,262,-234,25,-34,-101,-283,2.31
27.1,65.4,-304,-3216,-15960,171,-179,152,-20,-106,-280,2.32
27.1,65.4,-272,-3328,-15936,-30,-164,-320,-21,-85,-284,2.31
27.1,65.5,-96,-3312,-15936,303,-84,-443,-30,-92,-289,2.32
27.1,65.5,-232,-3136,-15952,160,-197,281,-10,-108,-285,2.32
27.1,65.5,-312,-3240,-15864,-260,171,-402,-20,-98,-285,2.32
27.1,65.5,-248,-3296,-16104,-104,194,1,-22,-93,-283,2.32
27.2,65.5,-40,-3368,-16168,-296,42,-253,-27,-96,-287,2.32
27.1,65.5,-256,-3144,-16136,-258,-287,-360,-23,-92,-277,2.32
27.2,65.5,-184,-3120,-16128,132,-122,-418,-17,-91,-280,2.31
27.2,65.6,-144,-3272,-15992,357,-213,-196,-22,-98,-283,2.31
27.2,65.6,-208,-3152,-16120,239,-485,239,-21,-99,-284,2.32
27.1,65.6,-544,-3296,-15968,272,-273,-38,-9,-102,-284,2.31
27.2,65.6,-224,-2992,-15184,197,-26,63,-21,-104,-275,2.31
27.2,65.6,-248,-3288,-15840,-164,394,-260,-66,-97,-252,2.31
27.2,65.6,-440,-3664,-16640,-33,498,42,-68,-48,-275,2.31
27.2,65.6,-232,-3392,-15920,-162,154,-463,-61,-43,-259,2.31
27.1,65.5,-352,-3368,-16128,267,-218,-26,-69,-45,-271,2.32
27.1,65.5,-264,-3096,-15768,397,61,541,-75,-56,-261,2.31
27.1,65.5,-360,-3288,-16000,117,50,234,-71,-54,-262,2.32
27.2,65.4,-176,-3152,-15808,207,-215,23,-70,-41,-256,2.31
27.2,65.4,-184,-3360,-16064,-347,95,-427,-67,-42,-274,2.32
27.1,65.4,-240,-3456,-15928,7,-114,460,-62,-45,-271,2.31
27.1,65.4,-200,-3296,-15808,-349,-158,-128,-62,-42,-278,2.32
27.1,65.2,-320,-3400,-16072,433,76,-201,-69,-42,-267,2.32
27.2,65.1,-200,-3544,-15896,17,-52,252,-61,-46,-275,2.33
27.2,65,-248,-3216,-15776,20,10,276,-63,-46,-275,2.32
27.1,65,-376,-3408,-15976,38,39,61,-60,-49,-269,2.32
27.1,64.9,-56,-3136,-15968,-359,175,-37,-67,-42,-280,2.32
27.1,65,-104,-3152,-15976,85,-174,105,-60,-42,-267,2.32
27.1,65,-136,-3296,-15504,115,-184,96,-81,-40,-324,2.31
27.1,65,0,-3592,-16696,-179,-8,-317,-27,-6,-297,2.32
27.1,65,-176,-3248,-15984,94,-271,335,3,-13,-299,2.32
27.1,65,8,-3336,-16032,58,55,376,5,-10,-311,2.31
27.1,65,-224,-3344,-16040,165,-110,414,-15,-20,-297,2.31
27.1,65,-200,-3328,-15496,55,84,493,-4,-17,-296,2.32
27.1,64.9,-296,-3272,-16136,252,61,305,-9,-14,-293,2.32
27.1,65,-200,-3376,-15824,-232,-15,-58,-8,-18,-301,2.32
27.1,65,-256,-3200,-16016,-352,-140,-164,-3,-13,-299,2.32
27.1,65,-32,-3168,-15912,154,-327,-359,-2,-14,-305,2.32
27.1,65,-224,-3416,-16392,175,162,18,-29,8,-301,2.31
27.1,65.1,-272,-3208,-15840,-229,-168,-389,-82,-34,-307,2.32
27.1,65.1,-240,-3256,-15856,425,-67,282,-83,-93,-260,2.32
27.1,65.1,-88,-2952,-15152,148,-111,13,-27,-84,-280,2.32
27.1,65.2,-184,-3272,-15800,267,82,149,-36,-76,-287,2.31
27.1,65.3,-192,-3536,-16104,109,119,-207,-31,-84,-297,2.31
27.1,65.3,32,-3136,-15888,161,-183,-174,-29,-88,-285,2.32
27.1,65.3,-120,-3072,-16024,-528,150,-583,-31,-86,-276,2.32
27.1,65.4,-232,-3320,-16072,269,164,-325,-42,-92,-282,2.32
27.1,65.5,-280,-3256,-16048,-157,73,-283,-28,-95,-286,2.32
27.1,65.6,24,-3288,-16016,-372,202,-359,-25,-87,-291,2.32
27.1,65.6,-184,-3200,-15872,-460,4,64,-33,-90,-291,2.32
27.1,65.5,-128,-3200,-15896,-328,286,-687,-36,-81,-285,2.31
27.1,65.6,-208,-3328,-15984,-270,219,-534,-30,-82,-279,2.32
27.1,65.5,-80,-3416,-15952,210,-242,109,-22,-79,-287,2.32
27.1,65.5,-232,-3392,-16000,-591,319,-321,-31,-91,-299,2.32
27.1,65.5,-208,-3160,-16072,229,-138,106,-28,-85,-300,2.33
27.1,65.5,-128,-3336,-15872,-52,-181,-80,-29,-86,-290,2.32
27.1,65.5,8,-3296,-15800,-404,242,-385,-29,-79,-292,2.32
27.1,65.5,-144,-3352,-15888,367,-8,94,-41,-71,-290,2.32
27.1,65.5,-56,-3296,-15936,-96,-78,-191,-31,-93,-285,2.32
27.1,65.5,-184,-3448,-15872,56,-93,-86,-28,-92,-291,2.32
27.1,65.5,-264,-3464,-16016,-236,-199,-147,-23,-90,-298,2.32
27.1,65.5,-256,-3240,-16128,280,-199,-80,-30,-78,-293,2.31
27.1,65.6,-320,-3360,-16136,-25,-251,-100,-25,-87,-298,2.32
27.1,65.6,-200,-3280,-15992,484,8,37,-31,-86,-297,2.31
27.1,65.6,-272,-3032,-16072,4,-41,-497,-33,-87,-289,2.33
27.1,65.6,-216,-3168,-15992,-400,390,-117,-29,-91,-294,2.32
27.1,65.6,-120,-3424,-15880,-62,-102,100,-31,-81,-287,2.32
27.1,65.6,-184,-3256,-16032,-188,310,-489,-34,-84,-287,2.31
27.2,65.6,-96,-3256,-16000,267,-143,-73,-27,-74,-292,2.32
27.2,65.6,-48,-3456,-16048,135,117,-50,-24,-91,-276,2.32
27.2,65.6,-192,-3160,-15992,208,-137,505,-37,-85,-291,2.32
27.1,65.7,-504,-3424,-15960,259,-347,441,-30,-87,-272,2.33
27.1,65.7,-8,-3312,-15792,-280,290,-490,-44,-92,-279,2.32
27.2,65.6,-400,-3240,-15792,150,55,36,-40,-85,-284,2.32
27.2,65.6,-280,-3336,-16008,147,-282,-486,-40,-90,-291,2.32
27.2,65.6,16,-3200,-16000,-18,415,-312,-35,-92,-291,2.32
27.2,65.6,-96,-3336,-15784,-298,161,-297,-30,-102,-293,2.32
27.2,65.6,-88,-3312,-15792,-91,189,-522,-22,-106,-283,2.31
27.2,65.6,-240,-3312,-16168,-24,-285,-52,-21,-97,-279,2.32
27.2,65.6,-104,-3136,-15888,51,102,-46,-22,-86,-287,2.32
27.2,65.5,-168,-2992,-14984,-379,-3,-113,-14,-95,-282,2.32
27.2,65.6,-40,-3416,-16016,-97,408,-237,-64,-91,-253,2.32
27.2,65.6,48,-3400,-16624,289,-42,414,-67,-37,-264,2.31
27.2,65.5,-264,-3264,-15832,-39,210,135,-68,-39,-270,2.32
27.2,65.2,-280,-3248,-16016,70,-94,465,-69,-45,-276,2.32
27.1,65.2,-264,-3416,-16200,-230,275,-265,-69,-45,-262,2.32
27.2,65.2,-216,-3264,-15736,-389,203,35,-64,-32,-262,2.32
27.2,65.3,-184,-3280,-16032,-52,-93,126,-61,-43,-275,2.32
27.2,65.3,-160,-3224,-15856,-167,199,-620,-54,-48,-275,2.32
27.2,65.2,-160,-3152,-15896,258,-445,47,-57,-37,-274,2.32
27.2,65.2,-104,-3368,-16056,-120,122,-130,-58,-34,-272,2.31
27.2,65.2,-264,-3336,-16120,-243,236,-106,-62,-54,-271,2.31
27.2,65.2,-224,-3344,-16112,100,-284,203,-60,-42,-274,2.32
27.1,65.2,-192,-3160,-15976,-188,233,-294,-64,-40,-264,2.32
27.2,65.2,-288,-3312,-15792,-427,-86,-181,-66,-39,-272,2.33
27.2,65.2,-64,-3264,-15912,-26,117,-313,-66,-48,-275,2.31
27.2,65.2,-200,-3200,-15904,43,-511,212,-60,-45,-262,2.32
27.2,65.2,-144,-3384,-16080,-310,86,-657,-66,-51,-270,2.31
27.1,65.2,-152,-3312,-15848,127,-134,100,-56,-36,-268,2.33
27.1,65.2,-72,-3312,-15840,-101,38,-17,-63,-46,-268,2.31
27.1,65.2,-192,-3136,-15888,-248,181,-417,-70,-43,-268,2.32
27.1,65.2,-216,-3416,-15872,200,-186,222,-57,-45,-267,2.31
27.1,65.1,-8,-3472,-16248,-495,432,-411,-60,-49,-280,2.32
27.2,65.2,-16,-3368,-15312,2,-44,72,-80,-39,-314,2.32
27.1,65.2,-40,-3232,-16776,249,-279,-233,-31,8,-301,2.32
27.1,65.2,-256,-3536,-16208,225,-99,-166,0,-17,-307,2.32
27.1,65.2,64,-3384,-16088,-155,21,-522,0,-7,-293,2.32
27.1,65.1,-208,-2936,-15936,603,72,108,-4,-17,-291,2.32
27.1,65.1,-32,-3304,-15632,-37,129,-2,-7,-14,-293,2.31
